Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS
298;Damian Lillard;PG;33;MIL;73;73;35.3;7.4;17.5;0.424;3;8.5;0.354;4.4;9;0.49;0.51;6.5;7;0.92;0.5;3.9;4.4;7;1;0.2;2.6;1.8;24.3
299;Nassir Little;SF;23;PHO;45;2;10.2;1.3;2.8;0.46;0.5;1.6;0.3;0.8;1.2;0.667;0.544;0.4;0.4;0.85;0.3;1.4;1.7;0.5;0.2;0.2;0.3;0.9;3.4
300;Dereck Lively II;C;19;DAL;55;42;23.5;4;5.4;0.747;0;0;0;4;5.3;0.752;0.747;0.7;1.5;0.506;2.5;4.4;6.9;1.1;0.7;1.4;0.9;2.6;8.8
301;Isaiah Livers;PF;25;DET;23;6;20.4;1.7;5;0.345;1;3.3;0.286;0.8;1.7;0.462;0.44;0.5;0.8;0.667;0.7;1.4;2.1;1.1;0.6;0.2;0.7;1.9;5
302;Chris Livingston;SF;20;MIL;21;0;4.3;0.5;1;0.5;0;0.2;0.2;0.5;0.8;0.588;0.523;0.1;0.2;0.75;0.1;0.9;1;0.2;0.1;0;0.2;0.7;1.2
303;Kenneth Lofton Jr.;PF;21;TOT;21;0;9.5;1.7;3.7;0.462;0.3;1.1;0.292;1.4;2.6;0.537;0.506;0.8;1.2;0.654;0.6;1.2;1.8;1.6;0.3;0.2;0.7;1.1;4.6
303;Kenneth Lofton Jr.;PF;21;MEM;15;0;6.6;0.9;2.5;0.378;0.2;0.7;0.3;0.7;1.8;0.407;0.419;0.5;1;0.533;0.1;0.9;1;0.9;0.2;0.2;0.4;1;2.6
303;Kenneth Lofton Jr.;PF;21;PHI;2;0;4.5;0.5;3;0.167;0;1;0;0.5;2;0.25;0.167;0;0;0;0;1.5;1.5;0;0;0;1;0;1
303;Kenneth Lofton Jr.;PF;21;UTA;4;0;22.8;5.3;8.8;0.6;1;3;0.333;4.3;5.8;0.739;0.657;2.3;2.8;0.818;2.5;2.5;5;4.8;0.8;0.5;1.5;2.3;13.8
304;Kevon Looney;C;27;GSW;74;36;16.1;1.9;3.1;0.597;0;0;0;1.9;3.1;0.599;0.597;0.8;1.1;0.675;1.9;3.7;5.7;1.8;0.4;0.4;0.7;2.1;4.5
305;Brook Lopez;C;35;MIL;79;79;30.5;4.6;9.6;0.485;1.9;5.1;0.366;2.8;4.4;0.621;0.583;1.4;1.7;0.821;1.5;3.7;5.2;1.6;0.5;2.4;1;2.4;12.5
306;Robin Lopez;C;35;MIL;16;2;4.1;0.4;1.2;0.368;0.1;0.5;0.25;0.3;0.7;0.455;0.421;0.1;0.1;1;0.2;0.1;0.3;0.3;0.1;0.2;0.1;0.4;1.1
307;Kevin Love;PF;35;MIA;55;5;16.8;2.9;6.5;0.44;1.5;4.4;0.344;1.3;2.1;0.643;0.557;1.5;2;0.787;1.1;5.1;6.1;2.1;0.3;0.2;0.9;1.8;8.8
308;Kyle Lowry;PG;37;TOT;60;55;28.2;2.7;6.3;0.432;1.6;4.2;0.392;1.1;2.1;0.512;0.562;1.1;1.3;0.84;0.6;2.7;3.2;4.2;1;0.4;1.4;2.4;8.1
308;Kyle Lowry;PG;37;MIA;37;35;28;2.8;6.5;0.426;1.7;4.4;0.385;1.1;2.2;0.506;0.554;0.9;1.1;0.833;0.7;2.8;3.5;4;1.1;0.4;1.4;2.5;8.2
308;Kyle Lowry;PG;37;PHI;23;20;28.4;2.6;5.9;0.444;1.6;3.9;0.404;1;2;0.522;0.578;1.2;1.4;0.848;0.4;2.4;2.8;4.6;0.9;0.3;1.4;2.3;8
309;Seth Lundy;SF;23;ATL;9;0;5.8;0.4;1.9;0.235;0.3;1.4;0.231;0.1;0.4;0.25;0.324;0.3;0.4;0.75;0.1;0.7;0.8;0;0;0;0.1;0.7;1.6
310;Trey Lyles;PF;28;SAC;58;0;20;2.5;5.5;0.445;1.4;3.8;0.384;1;1.8;0.578;0.576;0.8;1.2;0.7;1.1;3.4;4.4;1.2;0.3;0.3;0.7;1.5;7.2
311;Théo Maledon;PG;22;TOT;17;1;12.5;1.2;4.1;0.286;0.3;1.8;0.167;0.9;2.4;0.375;0.321;0.8;0.9;0.933;0.2;1.2;1.4;1.6;0.4;0;1.1;1.2;3.5
311;Théo Maledon;PG;22;CHO;13;1;15.4;1.5;5.1;0.288;0.4;2.3;0.167;1.1;2.8;0.389;0.326;0.8;0.9;0.917;0.3;1.5;1.8;2.2;0.5;0;1.2;1.4;4.2
311;Théo Maledon;PG;22;PHO;4;0;3.3;0.3;1;0.25;0;0;0;0.3;1;0.25;0.25;0.8;0.8;1;0;0.3;0.3;0;0;0;0.8;0.8;1.3
312;Sandro Mamukelashvili;C;24;SAS;46;5;9.8;1.6;3.4;0.471;0.4;1.4;0.297;1.2;2;0.593;0.532;0.5;0.7;0.735;1;2.2;3.2;1.1;0.2;0.3;0.4;0.8;4.1
313;Terance Mann;SG;27;LAC;75;71;25;3.4;6.6;0.515;0.9;2.7;0.348;2.4;3.9;0.633;0.587;1.1;1.3;0.832;1.2;2.2;3.4;1.6;0.6;0.2;0.6;1.9;8.8
314;Tre Mann;PG;22;TOT;41;28;24.1;3.5;7.7;0.459;1.1;3.1;0.373;2.4;4.6;0.516;0.533;1.1;1.4;0.763;0.5;3.1;3.6;4;1.2;0.1;1.6;1.2;9.3
314;Tre Mann;PG;22;OKC;13;0;9.2;1.5;3.1;0.5;0.6;1.5;0.421;0.9;1.6;0.571;0.6;0.1;0.1;1;0.3;1.5;1.8;1.5;0.2;0;0.7;0.2;3.8
314;Tre Mann;PG;22;CHO;28;28;31;4.5;9.9;0.453;1.4;3.8;0.364;3.1;6;0.509;0.524;1.6;2.1;0.759;0.6;3.9;4.5;5.2;1.7;0.1;2;1.6;11.9
315;Boban Marjanovi?;C;35;HOU;14;0;5.1;1.3;2.4;0.529;0;0.1;0;1.3;2.3;0.563;0.529;0.6;1;0.643;0.5;1.8;2.3;0.4;0.1;0.1;0.4;0.4;3.2
316;Lauri Markkanen;PF;26;UTA;55;55;33.1;7.8;16.2;0.48;3.2;8;0.399;4.6;8.2;0.559;0.578;4.5;5;0.899;2.2;5.9;8.2;2;0.9;0.5;1.4;1.8;23.2
317;Naji Marshall;SF;26;NOP;66;1;19;2.6;5.6;0.463;0.9;2.3;0.387;1.7;3.3;0.516;0.542;1;1.3;0.791;0.8;2.8;3.6;1.9;0.7;0.2;1;1.4;7.1
318;Caleb Martin;SF;28;MIA;64;23;27.4;3.8;8.7;0.431;1.3;3.6;0.349;2.5;5.1;0.489;0.504;1.2;1.5;0.778;1.2;3.2;4.4;2.2;0.7;0.5;1.2;2;10
319;Cody Martin;SF;28;CHO;28;22;26.9;2.9;7.7;0.381;1;3.1;0.314;2;4.6;0.426;0.444;0.7;1.2;0.606;0.7;3.2;3.9;3.7;1.1;0.6;1.6;1.7;7.5
320;KJ Martin;SF;23;TOT;60;2;12.4;1.6;3;0.536;0.1;0.5;0.286;1.5;2.6;0.582;0.558;0.4;0.7;0.537;0.7;1.5;2.2;0.9;0.4;0.2;0.5;1.7;3.7
320;KJ Martin;SF;23;LAC;2;0;15.5;2;5;0.4;0.5;2.5;0.2;1.5;2.5;0.6;0.45;0.5;1;0.5;0.5;1;1.5;0.5;1;0.5;1;1.5;5
320;KJ Martin;SF;23;PHI;58;2;12.3;1.6;2.9;0.544;0.1;0.4;0.304;1.5;2.6;0.581;0.564;0.4;0.7;0.538;0.7;1.5;2.2;0.9;0.3;0.2;0.5;1.7;3.7
321;Garrison Mathews;SG;27;ATL;66;5;15;1.6;3.4;0.456;1.3;2.9;0.44;0.3;0.5;0.545;0.644;0.5;0.6;0.81;0.3;1.1;1.4;0.6;0.3;0.1;0.3;1.7;4.9
322;Bennedict Mathurin;SF;21;IND;59;19;26.1;5;11.2;0.446;1.4;3.6;0.374;3.7;7.6;0.481;0.507;3.1;3.8;0.821;1;2.9;4;2;0.6;0.2;1.6;2;14.5
323;Wesley Matthews;SG;37;ATL;36;3;11.5;0.9;2.7;0.351;0.7;1.9;0.348;0.3;0.8;0.357;0.474;0.5;0.7;0.75;0.3;1.2;1.5;0.6;0.4;0.3;0.2;1.2;3.1
324;Tyrese Maxey;PG;23;PHI;70;70;37.5;9.1;20.3;0.45;3;8.1;0.373;6.1;12.1;0.501;0.524;4.7;5.4;0.868;0.5;3.2;3.7;6.2;1;0.5;1.7;2.2;25.9
325;Skylar Mays;PG-SG;26;TOT;38;5;11.4;1.7;4.2;0.396;0.4;1.4;0.296;1.2;2.8;0.448;0.447;0.3;0.4;0.765;0.3;0.9;1.1;2.2;0.6;0.1;0.5;0.7;4.1
325;Skylar Mays;PG;26;POR;21;5;17;2.5;6.6;0.384;0.7;2.3;0.286;1.9;4.2;0.438;0.435;0.6;0.8;0.765;0.4;1.3;1.8;3.6;0.7;0.1;0.9;1;6.3
325;Skylar Mays;SG;26;LAL;17;0;4.5;0.6;1.2;0.476;0.1;0.3;0.4;0.5;0.9;0.5;0.524;0;0;0;0.1;0.3;0.4;0.6;0.4;0.1;0.1;0.4;1.3
326;Miles McBride;PG;23;NYK;68;14;19.5;3;6.7;0.452;1.6;3.9;0.41;1.4;2.8;0.511;0.572;0.6;0.7;0.86;0.5;1;1.5;1.7;0.7;0.1;0.4;1.6;8.3
327;CJ McCollum;PG;32;NOP;66;66;32.7;7.3;16;0.459;3.6;8.4;0.429;3.7;7.5;0.492;0.572;1.7;2.1;0.827;0.6;3.7;4.3;4.6;0.9;0.6;1.7;1.9;20
328;T.J. McConnell;PG;31;IND;71;4;18.2;4.6;8.4;0.556;0.3;0.6;0.409;4.4;7.7;0.568;0.572;0.7;0.9;0.79;0.5;2.2;2.7;5.5;1;0.1;1.5;1.1;10.2
329;Jaden McDaniels;SF;23;MIN;72;71;29.2;4.3;8.7;0.489;1.2;3.5;0.337;3.1;5.2;0.592;0.557;0.8;1.1;0.722;0.8;2.3;3.1;1.4;0.9;0.6;1.2;3;10.5
330;Jalen McDaniels;SF;26;TOR;50;1;10.8;1.3;3.8;0.344;0.2;1.4;0.169;1.1;2.4;0.449;0.376;0.5;0.7;0.73;0.4;1.2;1.6;0.7;0.4;0.1;0.6;1;3.4
331;Doug McDermott;SF;32;TOT;64;0;14.1;1.9;4.4;0.433;1.5;3.6;0.41;0.5;0.9;0.527;0.599;0.2;0.3;0.579;0.2;0.8;0.9;1.1;0.3;0;0.4;1;5.5
331;Doug McDermott;SF;32;SAS;46;0;15.2;2.1;4.7;0.442;1.7;3.8;0.439;0.4;0.9;0.452;0.619;0.2;0.4;0.588;0.2;0.9;1;1.2;0.2;0;0.5;1;6
331;Doug McDermott;SF;32;IND;18;0;11.3;1.6;3.8;0.406;1;3.1;0.321;0.6;0.7;0.769;0.536;0.1;0.1;0.5;0.1;0.5;0.6;0.7;0.3;0;0.2;0.9;4.2
332;JaVale McGee;C;36;SAC;46;0;7.4;1.7;2.9;0.598;0;0.2;0.143;1.7;2.7;0.624;0.602;0.6;1;0.578;0.9;1.8;2.7;0.4;0.3;0.4;0.7;1;4
333;Bryce McGowens;SG;21;CHO;59;14;14.9;1.7;3.9;0.439;0.6;1.7;0.333;1.1;2.2;0.523;0.513;1.1;1.4;0.776;0.3;1.4;1.7;0.9;0.4;0.2;0.5;1.3;5.1
334;Jordan McLaughlin;PG;27;MIN;56;0;11.2;1.3;2.6;0.483;0.8;1.6;0.472;0.5;1;0.5;0.628;0.2;0.3;0.722;0.3;1;1.3;2;0.6;0.1;0.3;0.6;3.5
335;De'Anthony Melton;SG;25;PHI;38;33;26.9;3.7;9.5;0.386;2;5.6;0.36;1.6;3.8;0.425;0.493;1.7;2.1;0.835;0.7;3;3.7;3;1.6;0.4;1;2.2;11.1
336;Nathan Mensah;C;25;CHO;25;0;12.3;0.5;1.1;0.429;0;0;0;0.5;1.1;0.429;0.429;0.4;0.5;0.75;1.2;1.4;2.6;0.4;0.2;0.6;0.6;2.6;1.3
337;Sam Merrill;SG;27;CLE;61;1;17.5;2.6;6.4;0.402;2.3;5.8;0.404;0.2;0.6;0.385;0.584;0.4;0.5;0.929;0.4;1.6;2;1.8;0.3;0.1;0.3;1.2;8
338;Chimezie Metu;C;26;TOT;51;12;16.8;2.4;4.8;0.504;0.5;1.8;0.298;1.9;2.9;0.633;0.561;1.1;1.3;0.906;0.8;3;3.8;0.9;0.8;0.3;1;1.4;6.5
338;Chimezie Metu;C;26;PHO;37;5;12.1;1.8;3.5;0.508;0.4;1.4;0.294;1.4;2.1;0.646;0.565;1;1.2;0.884;0.6;2.3;3;0.5;0.5;0.2;0.7;1.1;5
338;Chimezie Metu;C;26;DET;14;7;29.4;4.1;8.1;0.5;0.9;3.1;0.302;3.1;5.1;0.62;0.557;1.4;1.5;0.952;1.2;4.8;6;1.9;1.7;0.5;1.8;2.3;10.5
339;Vasilije Mici?;PG;30;TOT;60;21;19.6;2.7;6.2;0.43;0.7;2.6;0.279;1.9;3.6;0.537;0.488;1;1.3;0.813;0.2;1.2;1.5;4.4;0.5;0.1;1.7;1.1;7
339;Vasilije Mici?;PG;30;OKC;30;0;12;1.2;3;0.407;0.4;1.5;0.244;0.9;1.5;0.565;0.467;0.5;0.6;0.737;0;0.8;0.8;2.5;0.3;0.1;1;0.7;3.3
339;Vasilije Mici?;PG;30;CHO;30;21;27.2;4.1;9.3;0.437;1.1;3.6;0.294;3;5.7;0.529;0.495;1.6;1.9;0.839;0.4;1.7;2.1;6.2;0.7;0.1;2.3;1.5;10.8
340;Khris Middleton;SF;32;MIL;55;55;27;5.8;11.7;0.493;1.7;4.5;0.381;4.1;7.2;0.563;0.566;1.8;2.2;0.833;0.7;3.9;4.7;5.3;0.9;0.3;2.3;2.6;15.1
341;Brandon Miller;SF;21;CHO;74;68;32.2;6.4;14.6;0.44;2.5;6.7;0.373;3.9;8;0.495;0.524;1.9;2.3;0.827;0.8;3.4;4.3;2.4;0.9;0.6;1.8;2.5;17.3
342;Jordan Miller;SF;24;LAC;8;0;3.5;0.6;1.1;0.556;0.1;0.3;0.5;0.5;0.9;0.571;0.611;0.3;0.3;1;0.4;0.3;0.6;0;0;0;0.1;0.3;1.6
343;Leonard Miller;SF;20;MIN;17;0;3.1;0.8;1.2;0.65;0.1;0.3;0.4;0.6;0.9;0.733;0.7;0.1;0.1;0.5;0.3;0.9;1.2;0.5;0.1;0.1;0.1;0.3;1.7
344;Dariq Whitehead;SF;19;BRK;2;0;12;0.5;2.5;0.2;0;1.5;0;0.5;1;0.5;0.2;0.5;1;0.5;0;2;2;1.5;0;0.5;0;0;1.5
345;Patty Mills;PG;35;TOT;32;5;13;1.4;4.1;0.351;0.8;2.7;0.276;0.7;1.4;0.5;0.443;0.3;0.3;1;0.3;0.8;1.1;1.1;0.6;0;0.5;1;4
345;Patty Mills;PG;35;ATL;19;0;10.6;1;2.7;0.373;0.7;1.8;0.382;0.3;0.9;0.353;0.5;0;0;0;0.3;0.8;1.1;0.7;0.5;0.1;0.4;0.9;2.7
345;Patty Mills;PG;35;MIA;13;5;16.4;2.1;6.2;0.338;0.8;4.1;0.208;1.2;2.1;0.593;0.406;0.8;0.8;1;0.3;0.8;1.2;1.5;0.8;0;0.6;1.2;5.8
346;Shake Milton;SG;27;TOT;48;0;12.1;1.6;4.1;0.405;0.4;1.3;0.281;1.3;2.7;0.466;0.451;0.8;1;0.816;0.3;1.3;1.6;1.3;0.4;0.1;0.6;1.1;4.5
346;Shake Milton;SG;27;MIN;38;0;12.9;1.7;4.2;0.4;0.4;1.4;0.264;1.3;2.8;0.467;0.444;0.9;1.2;0.818;0.2;1.2;1.3;1.3;0.4;0.1;0.7;1.2;4.7
346;Shake Milton;SG;27;DET;4;0;15.8;2.8;6.5;0.423;0.8;2.3;0.333;2;4.3;0.471;0.481;0.5;0.8;0.667;1.8;2.8;4.5;1.5;0.5;0.3;0.8;0.8;6.8
346;Shake Milton;SG;27;NYK;6;0;4.5;0.7;1.5;0.444;0.2;0.3;0.5;0.5;1.2;0.429;0.5;0.3;0.3;1;0;1;1;0.7;0.2;0;0;1.2;1.8
347;Justin Minaya;SF;24;POR;34;1;11.2;0.6;2.2;0.297;0.4;1.4;0.245;0.3;0.7;0.4;0.378;0.1;0.3;0.556;0.9;0.8;1.6;0.6;0.3;0.3;0.3;1;1.8
348;Josh Minott;SF;21;MIN;32;0;2.8;0.5;1.1;0.472;0.1;0.3;0.4;0.4;0.8;0.5;0.528;0.4;0.4;0.857;0.1;0.4;0.5;0.3;0.2;0.2;0.1;0.3;1.6
349;Davion Mitchell;PG;25;SAC;72;4;15.3;2;4.5;0.452;0.8;2.2;0.361;1.2;2.3;0.539;0.54;0.4;0.6;0.714;0.3;1.1;1.3;1.9;0.2;0;0.6;1.2;5.3
350;Donovan Mitchell;SG;27;CLE;55;55;35.3;9.1;19.8;0.462;3.3;9;0.368;5.8;10.8;0.539;0.545;5;5.8;0.865;0.8;4.3;5.1;6.1;1.8;0.5;2.8;2.1;26.6
351;Evan Mobley;PF;22;CLE;50;50;30.6;6.4;11;0.58;0.4;1.2;0.373;6;9.9;0.604;0.6;2.5;3.4;0.719;2.2;7.1;9.4;3.2;0.9;1.4;1.8;2.7;15.7
352;Isaiah Mobley;PF;24;CLE;10;0;7.2;1;2.4;0.417;0.3;1;0.3;0.7;1.4;0.5;0.479;0;0.1;0;0.3;0.7;1;0.6;0.2;0;0.2;0.6;2.3
353;Malik Monk;SG;25;SAC;72;0;26;5.5;12.4;0.443;2.1;5.9;0.35;3.4;6.5;0.528;0.526;2.4;2.8;0.829;0.4;2.6;2.9;5.1;0.6;0.5;2.1;2.2;15.4
354;Moses Moody;SG;21;GSW;66;9;17.5;2.9;6.4;0.462;1.1;3;0.36;1.8;3.3;0.555;0.548;1.1;1.4;0.785;1;2;3;0.9;0.6;0.4;0.7;1.4;8.1
355;Xavier Moon;SG;29;LAC;14;1;8.5;1.1;3.3;0.326;0.1;1.2;0.118;0.9;2.1;0.448;0.348;0.1;0.1;0.5;0.6;0.7;1.3;1.5;0.2;0.2;0.4;0.6;2.4
356;Taze Moore;SG;25;POR;4;0;10;2;4.8;0.421;0.3;1.8;0.143;1.8;3;0.583;0.447;0.3;0.5;0.5;1;1;2;1.3;0.5;0;0.8;1;4.5
357;Wendell Moore Jr.;SG;22;MIN;25;0;3;0.4;0.7;0.5;0;0.2;0;0.4;0.5;0.75;0.5;0;0;0;0;0.5;0.5;0.2;0.2;0;0.2;0.2;0.7
358;Ja Morant;PG;24;MEM;9;9;35.3;8.9;18.9;0.471;1.6;5.7;0.275;7.3;13.2;0.555;0.512;5.8;7.1;0.813;0.7;4.9;5.6;8.1;0.8;0.6;3;2.1;25.1
359;Marcus Morris;PF;34;TOT;49;7;16.7;2.4;5.4;0.439;1;2.4;0.403;1.4;3;0.469;0.53;0.7;0.9;0.818;0.5;2.3;2.7;0.7;0.3;0.3;0.6;1.5;6.4
359;Marcus Morris;PF;34;PHI;37;7;17.2;2.4;5.5;0.439;1;2.4;0.4;1.5;3.1;0.47;0.527;0.8;1;0.861;0.5;2.5;2.9;0.7;0.4;0.3;0.5;1.6;6.7
359;Marcus Morris;PF;34;CLE;12;0;15;2.2;4.9;0.441;1;2.4;0.414;1.2;2.5;0.467;0.542;0.4;0.7;0.625;0.4;1.7;2.1;0.8;0.2;0.2;0.9;1.1;5.8
360;Markieff Morris;PF;34;DAL;26;1;8.3;0.9;2.6;0.338;0.6;1.6;0.357;0.3;1;0.308;0.449;0.2;0.2;0.833;0.2;1.3;1.5;0.6;0.2;0.1;0.5;0.5;2.5
361;Monte Morris;PG;28;TOT;33;0;14.4;1.9;4.6;0.405;0.8;2.1;0.386;1.1;2.5;0.422;0.493;0.4;0.6;0.684;0.2;1.5;1.7;2.1;0.6;0.3;0.2;0.4;5
361;Monte Morris;PG;28;DET;6;0;11.3;2;5.5;0.364;0.3;1.8;0.182;1.7;3.7;0.455;0.394;0.2;0.3;0.5;0.3;1.7;2;1.3;0.2;0.2;0.3;0.2;4.5
361;Monte Morris;PG;28;MIN;27;0;15.1;1.9;4.4;0.417;0.9;2.2;0.424;0.9;2.3;0.41;0.521;0.4;0.6;0.706;0.2;1.5;1.7;2.3;0.7;0.3;0.2;0.5;5.1
362;Trey Murphy III;SF;23;NOP;57;23;29.6;4.8;10.9;0.443;3;7.8;0.38;1.9;3.1;0.602;0.579;2.2;2.6;0.815;0.7;4.2;4.9;2.2;0.9;0.5;0.6;1.2;14.8
363;Dejounte Murray;SG;27;ATL;78;78;35.7;8.6;18.8;0.459;2.6;7.1;0.363;6;11.7;0.518;0.528;2.7;3.4;0.794;0.8;4.5;5.3;6.4;1.4;0.3;2.6;1.8;22.5
364;Jamal Murray;PG;26;DEN;59;59;31.5;8;16.7;0.481;2.5;5.8;0.425;5.6;10.9;0.51;0.554;2.7;3.1;0.853;0.7;3.4;4.1;6.5;1;0.7;2.1;1.8;21.2
365;Keegan Murray;SF;23;SAC;77;77;33.6;5.8;12.7;0.454;2.4;6.6;0.358;3.4;6;0.56;0.548;1.3;1.6;0.831;1.4;4.1;5.5;1.7;1;0.8;0.8;2.7;15.2
366;Kris Murray;SF;23;POR;62;29;21.7;2.3;5.9;0.396;0.8;3;0.268;1.5;3;0.525;0.463;0.6;0.9;0.661;1.4;2.2;3.6;1.3;0.9;0.3;0.9;1.5;6.1
367;Mike Muscala;C;32;TOT;53;6;11.3;1.1;2.9;0.359;0.5;1.8;0.292;0.5;1.1;0.467;0.449;0.3;0.5;0.68;0.7;1.6;2.4;0.7;0.2;0.2;0.4;1;3
367;Mike Muscala;C;32;WAS;24;2;14.1;1.4;3.8;0.367;0.6;2.1;0.275;0.8;1.6;0.487;0.444;0.6;0.8;0.75;0.9;2.2;3.1;0.9;0.2;0.3;0.7;1.3;4
367;Mike Muscala;C;32;DET;13;4;13.2;1.2;3.4;0.341;1;2.6;0.382;0.2;0.8;0.2;0.489;0.2;0.3;0.5;0.8;1.5;2.2;0.8;0.2;0.4;0.2;1;3.5
367;Mike Muscala;C;32;OKC;16;0;5.7;0.5;1.4;0.364;0.1;0.7;0.091;0.4;0.7;0.636;0.386;0;0.1;0;0.4;0.9;1.3;0.3;0.1;0.1;0.3;0.5;1.1
368;Svi Mykhailiuk;SF;26;BOS;41;2;10.1;1.4;3.3;0.416;1;2.6;0.389;0.4;0.7;0.517;0.569;0.1;0.2;0.667;0.3;1;1.2;0.9;0.3;0;0.3;0.5;4
369;Larry Nance Jr.;C;31;NOP;61;0;19.9;2.3;4;0.573;0.4;1.1;0.415;1.8;2.9;0.631;0.629;0.8;1;0.77;1.5;3.5;5;1.9;1;0.3;0.8;1.6;5.7
370;Pete Nance;PF;23;CLE;8;0;3.4;0.1;0.8;0.167;0.1;0.1;1;0;0.6;0;0.25;0;0.3;0;0;0.4;0.4;0;0.1;0;0.1;0.3;0.4
371;Andrew Nembhard;PG;24;IND;68;47;25;3.8;7.7;0.498;0.9;2.5;0.357;2.9;5.2;0.567;0.557;0.7;0.8;0.804;0.5;1.5;2.1;4.1;0.9;0.1;1.5;2.1;9.2
372;Aaron Nesmith;SF;24;IND;72;47;27.7;4.4;8.8;0.496;1.9;4.6;0.419;2.4;4.2;0.581;0.606;1.5;1.9;0.781;0.9;2.9;3.8;1.5;0.9;0.7;0.9;3.3;12.2
373;Georges Niang;PF;30;CLE;82;10;22.3;3.5;7.7;0.449;1.8;4.8;0.376;1.6;2.9;0.572;0.567;0.6;0.7;0.85;0.3;3.1;3.4;1.2;0.4;0.2;0.9;2.3;9.4
374;Daishen Nix;PG;21;MIN;15;0;3.3;0.6;1.6;0.375;0.4;1.1;0.353;0.2;0.5;0.429;0.5;0.2;0.4;0.5;0.1;0.1;0.2;0.4;0.3;0;0.3;0.1;1.8
375;Zeke Nnaji;PF;23;DEN;58;0;9.9;1.2;2.6;0.463;0.1;0.4;0.261;1.1;2.2;0.5;0.483;0.7;1.1;0.677;1.1;1.1;2.2;0.6;0.3;0.7;0.5;1.4;3.2
376;Jaylen Nowell;SG;24;TOT;13;1;16.5;2.6;6;0.436;0.5;2.2;0.207;2.2;3.8;0.571;0.474;0.5;0.7;0.778;0.5;1.4;1.8;1.5;0.3;0.2;0.5;1.2;6.2
376;Jaylen Nowell;SG;24;MEM;9;1;17.3;2.4;6.1;0.4;0.4;2.6;0.174;2;3.6;0.563;0.436;0.3;0.3;1;0.3;1.2;1.6;1.8;0.3;0;0.6;1.4;5.7
376;Jaylen Nowell;SG;24;DET;4;0;14.5;3;5.8;0.522;0.5;1.5;0.333;2.5;4.3;0.588;0.565;1;1.5;0.667;0.8;1.8;2.5;0.8;0.3;0.5;0.5;0.5;7.5
377;Markquis Nowell;SG;24;TOR;1;0;4;0;1;0;0;0;0;0;1;0;0;2;2;1;2;0;2;2;1;0;0;0;2
378;Frank Ntilikina;PG;25;CHO;5;0;8.6;0.2;1.8;0.111;0.2;1.6;0.125;0;0.2;0;0.167;0.4;0.4;1;0.2;1;1.2;0.8;0;0;0.2;0.8;1
379;Jusuf Nurki?;C;29;PHO;76;76;27.3;4.2;8.3;0.51;0.3;1.2;0.244;3.9;7.1;0.555;0.528;2.2;3.4;0.64;2.9;8.1;11;4;1.1;1.1;2.3;3.3;10.9
380;Jordan Nwora;SF;25;TOT;52;1;13.7;2.7;5.8;0.462;0.8;2.5;0.336;1.8;3.2;0.56;0.535;0.8;1;0.83;0.5;2.3;2.9;1.2;0.5;0.3;1;0.9;7
380;Jordan Nwora;SF;25;IND;18;0;10.2;2.1;4.6;0.451;0.6;2;0.306;1.4;2.6;0.565;0.518;0.5;0.6;0.818;0.4;1.4;1.8;1;0.3;0.1;0.7;1.1;5.2
380;Jordan Nwora;SF;25;TOR;34;1;15.6;3;6.4;0.465;1;2.8;0.347;2;3.6;0.557;0.541;1;1.2;0.833;0.6;2.8;3.4;1.3;0.6;0.4;1.2;0.9;7.9
381;Royce O'Neale;SF;30;TOT;79;14;24.7;2.7;6.8;0.397;2;5.3;0.37;0.7;1.5;0.496;0.542;0.3;0.4;0.686;0.8;4;4.8;2.8;0.7;0.6;0.9;2.2;7.7
381;Royce O'Neale;SF;30;BRK;49;6;24.5;2.6;6.6;0.388;2;5.4;0.366;0.6;1.2;0.483;0.537;0.3;0.4;0.682;0.8;3.7;4.5;2.8;0.7;0.6;1;2.4;7.4
381;Royce O'Neale;SF;30;PHO;30;8;25.1;2.9;7.1;0.411;2;5.2;0.376;1;1.9;0.509;0.549;0.3;0.4;0.692;0.7;4.5;5.2;2.7;0.9;0.5;0.7;1.8;8.1
382;Chuma Okeke;SF;25;ORL;47;8;9.2;0.9;2.4;0.357;0.5;1.7;0.28;0.4;0.6;0.567;0.46;0.1;0.1;0.571;0.4;1.3;1.7;0.4;0.2;0.1;0.3;0.4;2.3
383;Josh Okogie;SG;25;PHO;60;11;16;1.4;3.4;0.417;0.5;1.6;0.309;1;1.9;0.509;0.488;1.3;1.7;0.745;1.2;1.3;2.6;1.1;0.8;0.4;0.6;1.1;4.6
384;Onyeka Okongwu;C;23;ATL;55;8;25.5;4.1;6.6;0.611;0.4;1.3;0.333;3.6;5.4;0.676;0.642;1.7;2.1;0.793;2.6;4.2;6.8;1.3;0.5;1.1;0.8;2.9;10.2
385;Isaac Okoro;SF;23;CLE;69;42;27.3;3.4;7;0.49;1.2;3.1;0.391;2.2;3.8;0.57;0.577;1.3;2;0.679;1;2;3;1.9;0.8;0.5;0.8;2;9.4
386;Kelly Olynyk;C;32;TOT;78;27;22.6;3.5;6.4;0.555;0.8;2;0.387;2.8;4.4;0.632;0.616;1.9;2.3;0.833;1.4;3.9;5.3;4.4;0.9;0.4;1.9;2.9;9.8
